online_order,book_table,location,rest_type,dish_liked,cuisines,avg_cost,type,success
No,Yes,MG Road,"Casual Dining, Pub","Pizza, Nachos, Pasta, Potli Biryani, Mojito, Draught Beer, Long Island Iced Tea","North Indian, Pizza, Chinese",750.0,Pubs and bars,1
No,Yes,Jayanagar,Casual Dining,"Neer Dosa, Mutton Biryani, Brownie, Paan Ice Cream, Cocktails, Mocktails, Vegetable Biryani","North Indian, Chinese, Mughlai, Mexican, BBQ",550.0,Buffet,1
Yes,Yes,Jayanagar,Casual Dining,"Pasta, Salads, Mocktails, Veg Buffet, Paneer Tikka, Biryani, Falafel","North Indian, Italian",500.0,Buffet,1
Yes,Yes,Jayanagar,Casual Dining,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun","Biryani, North Indian, Chinese, Rajasthani",300.0,Buffet,1
Yes,No,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",275.0,Buffet,1
No,Yes,Jayanagar,Casual Dining,"Mutton Biryani, Cocktails, Dal Makhani, Naan, Fish, Roti, Lamb","North Indian, Afghan",675.0,Buffet,1
Yes,Yes,JP Nagar,Casual Dining,"Lassi, Raita, Panneer Butter Masala, Dal Makhani, Jalebi, Biryani, Paneer Tikka",North Indian,300.0,Buffet,1
Yes,Yes,JP Nagar,Casual Dining,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",North Indian,400.0,Buffet,1
No,No,JP Nagar,Casual Dining,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Biryani, Chicken Soup","North Indian, Continental, Italian",450.0,Buffet,0
No,No,JP Nagar,Casual Dining,Not specified,"Chinese, North Indian",500.0,Buffet,0
No,Yes,Jayanagar,"Cafe, Casual Dining","Tea, Waffles, Coffee, Nutella Waffle, Wedges, Pizza, Pasta","Cafe, Continental, Mediterranean, Italian, Desserts",400.0,Cafes,1
No,Yes,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",400.0,Cafes,1
No,Yes,Jayanagar,Cafe,Not specified,"Cafe, Healthy Food",400.0,Cafes,0
No,No,Jayanagar,Cafe,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza","Cafe, Salad, Wraps, Beverages",400.0,Cafes,1
Yes,No,Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Fries, Calzone","Cafe, Continental, Beverages",350.0,Cafes,1
Yes,Yes,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",400.0,Cafes,1
Yes,No,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Cottage Cheese Sandwich, Bruschetta Bites","Cafe, Beverages",200.0,Cafes,1
Yes,No,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",150.0,Cafes,1
Yes,No,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",225.0,Cafes,0
Yes,No,Jayanagar,Cafe,Not specified,Cafe,325.0,Cafes,0
Yes,No,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",300.0,Cafes,1
No,No,JP Nagar,"Cafe, Bakery","Pizza, Pasta, Mocktails, Pink Lemonade, Sandwiches, Mojito, Nachos","Cafe, Bakery, Italian",300.0,Cafes,1
Yes,No,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",300.0,Cafes,1
No,No,JP Nagar,Cafe,Not specified,Cafe,150.0,Cafes,1
Yes,No,BTM,"Takeaway, Delivery",Sea Food,"Seafood, BBQ, Biryani",125.0,Delivery,1
Yes,No,BTM,"Takeaway, Delivery","Potato Wedges, Chicken Shawarama, Popcorn Chicken","Fast Food, Sandwich",150.0,Delivery,1
Yes,No,BTM,Quick Bites,"Radhaballavi, Egg Noodles, Egg Roll, Egg Devils, Alur Dom","Bengali, North Indian",200.0,Delivery,1
Yes,No,BTM,"Takeaway, Delivery","Biryani, Chicken Grill","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",200.0,Delivery,1
Yes,No,South Bangalore,Delivery,"Salads, Sandwiches, Salad, Thai Rice, Pasta, Noodles, Pizza","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",225.0,Delivery,1
Yes,No,BTM,Casual Dining,"Fattoush, Crispy Chilli Potatoes, Mutton Roganjosh, Butter Chicken Biryani, Crispy Chilli Babycorn, Chicken Grill, Tandoori Chicken","Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",450.0,Delivery,1
Yes,No,Banashankari,Quick Bites,Not specified,"Roast Chicken, Burger",150.0,Delivery,0
Yes,No,Koramangala 5th Block,Quick Bites,"Burgers, Peri Peri Chicken, Grilled Lamb Burger, Chicken Burger, French Fries","Burger, Fast Food",250.0,Delivery,1
Yes,No,Koramangala 6th Block,Quick Bites,"Gulab Jamun, Raita, Chaat, Chole, Soya Chaap, Panipuri, Dal Makhani","Street Food, North Indian, Mithai, Chinese, Beverages",150.0,Delivery,1
Yes,No,BTM,Quick Bites,"Shawarma, Chicken Grill, Faluda","North Indian, Kerala",250.0,Delivery,1
Yes,No,BTM,Quick Bites,Roast Chicken,"Kerala, Chinese",100.0,Delivery,0
Yes,No,JP Nagar,Delivery,"Biryani, Paratha, Salad, Gulab Jamun, Sandwich, Dal Makhani, Chicken Wrap","North Indian, Mughlai, Fast Food",250.0,Delivery,1
Yes,No,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",225.0,Delivery,0
Yes,No,BTM,"Takeaway, Delivery",Not specified,"Chinese, Thai, Momos",200.0,Delivery,1
Yes,No,JP Nagar,Quick Bites,"Paratha, Thali","North Indian, Beverages",125.0,Delivery,0
Yes,No,Basavanagudi,Casual Dining,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice","North Indian, Kebab, Biryani, Chinese",350.0,Delivery,1
Yes,No,Koramangala 5th Block,Quick Bites,"Biryani, Paratha","North Indian, Mughlai, Biryani",200.0,Delivery,1
Yes,No,BTM,"Takeaway, Delivery",Not specified,Bakery,100.0,Delivery,1
Yes,No,JP Nagar,"Takeaway, Delivery","Pot Biryani, Raita, Mutton Biryani","Biryani, Kebab, Rolls",300.0,Delivery,0
Yes,No,Basavanagudi,"Takeaway, Delivery",Not specified,Biryani,150.0,Delivery,0
Yes,No,Koramangala 7th Block,Quick Bites,"Burgers, Chicken Crisp Burger, Chicken Whopper, Chicken Keema Burger, Chicken Fries, Mutton Whopper, Chocolate Shake","Burger, Fast Food, Beverages",300.0,Delivery,1
Yes,No,Jayanagar,Quick Bites,"Shawarma, Chicken Grill, Grape Juice, Biryani, Rolls, Paratha, Veggie Roll","North Indian, Kebab, Fast Food",250.0,Delivery,1
Yes,No,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Waffles, Nutella Pancakes","Desserts, Cafe",150.0,Delivery,1
Yes,No,BTM,Quick Bites,"Dum Biryani, Mutton Biryani",Biryani,350.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,Not specified,South Indian,100.0,Delivery,1
Yes,No,JP Nagar,"Takeaway, Delivery",Not specified,"Italian, North Indian, Biryani",250.0,Delivery,0
Yes,No,BTM,Quick Bites,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",North Indian,75.0,Delivery,1
Yes,No,JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",Bohri,150.0,Delivery,0
Yes,No,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",200.0,Delivery,1
Yes,No,BTM,Quick Bites,"Burgers, Chicken Bucket, Paneer Zinger Burger","Burger, Fast Food",200.0,Delivery,1
Yes,No,BTM,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese",150.0,Delivery,1
Yes,No,BTM,Delivery,Not specified,"North Indian, Chinese",300.0,Delivery,0
Yes,No,BTM,Quick Bites,Not specified,"Sandwich, Fast Food",50.0,Delivery,1
Yes,No,JP Nagar,"Takeaway, Delivery","Garlic Bread, Tex Mex, Chicken Tikka Pizza, Chicken Keema Pizza, Pepperoni, Spicy Paneer",Pizza,300.0,Delivery,1
Yes,No,BTM,"Takeaway, Delivery",Not specified,Arabian,200.0,Delivery,0
Yes,No,BTM,Quick Bites,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Rolls, Chinese",150.0,Delivery,1
Yes,No,BTM,Sweet Shop,Not specified,"Mithai, Street Food",200.0,Delivery,1
Yes,No,Koramangala 7th Block,Bakery,Not specified,"Bakery, Desserts",250.0,Delivery,1
Yes,No,Bannerghatta Road,Casual Dining,Not specified,"North Indian, Chinese",300.0,Delivery,0
Yes,No,JP Nagar,Dessert Parlor,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles","Ice Cream, Beverages, Fast Food",250.0,Delivery,1
Yes,No,BTM,Quick Bites,"Momos, Pizza Sandwich, Manchow Soup, Spring Roll, Noodles, Fried Rice, Fries","Chinese, Continental, Fast Food, Healthy Food",150.0,Delivery,1
Yes,No,BTM,Quick Bites,Not specified,North Indian,150.0,Delivery,0
Yes,No,Koramangala 7th Block,Casual Dining,Not specified,"Pizza, Italian",200.0,Delivery,0
Yes,No,BTM,Quick Bites,Not specified,"Arabian, Afghan",200.0,Delivery,0
Yes,No,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Rolls, Fattoush, Teriyaki Chicken, Fries, Shawarma","Turkish, Rolls",150.0,Delivery,1
Yes,No,JP Nagar,Sweet Shop,Samosa,"Mithai, Street Food",50.0,Delivery,1
Yes,No,JP Nagar,Beverage Shop,Not specified,"Beverages, Ice Cream",100.0,Delivery,1
Yes,No,BTM,Quick Bites,"Mutton Biryani, Ambur Biryani, Chicken Biryani","Biryani, Kebab",200.0,Delivery,0
Yes,No,Bannerghatta Road,Casual Dining,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani","Andhra, Biryani",400.0,Delivery,1
Yes,No,JP Nagar,Quick Bites,Not specified,"North Indian, Chinese",100.0,Delivery,0
Yes,No,BTM,Casual Dining,"Egg Tadka, Roti, Veg Thali","Oriya, Bengali",250.0,Delivery,0
Yes,No,JP Nagar,Quick Bites,Not specified,"North Indian, Mithai",125.0,Delivery,0
Yes,No,Koramangala 5th Block,Beverage Shop,"Vanilla Ice Cream, Chocolate Milkshake",Beverages,200.0,Delivery,1
Yes,No,Koramangala 7th Block,Quick Bites,Not specified,"Healthy Food, Pizza, Italian, South Indian, North Indian",250.0,Delivery,0
Yes,No,BTM,Casual Dining,Not specified,"Kerala, Chinese, South Indian, North Indian",350.0,Delivery,0
Yes,No,Banashankari,Takeaway,Not specified,"Rolls, Lebanese",125.0,Delivery,0
Yes,Yes,Jayanagar,Casual Dining,"Rice Bowl, Salads, Pasta, Burgers, Nachos, Salad, Thai Green Curry","Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",400.0,Delivery,1
Yes,No,Koramangala 5th Block,Beverage Shop,Not specified,Beverages,75.0,Delivery,0
No,No,BTM,"Casual Dining, Microbrewery","Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer",North Indian,800.0,Delivery,1
Yes,No,Koramangala 7th Block,Casual Dining,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",Assamese,250.0,Delivery,1
Yes,No,BTM,Quick Bites,Not specified,"North Indian, Chinese",125.0,Delivery,0
Yes,No,Bannerghatta Road,Quick Bites,"Nachos, Tacos, Mexican Pizza, Cheesy Fiesta Potato, Fries, Rice Bowl, Salsa","Mexican, American, Fast Food",300.0,Delivery,1
Yes,No,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",300.0,Delivery,1
Yes,No,Koramangala 5th Block,Dessert Parlor,Not specified,Desserts,200.0,Delivery,1
Yes,Yes,Koramangala 5th Block,Cafe,"Mocktails, Salad, Coffee, Pizza, Meat Balls, Hot Chocolate, Pasta","Cafe, Continental, Beverages",400.0,Delivery,1
Yes,Yes,JP Nagar,Microbrewery,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Cocktails, Mocktails, Drunken Chicken Wings","Continental, American",800.0,Delivery,1
Yes,No,Koramangala 5th Block,Quick Bites,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Cheesy Fries, Paneer Pockets, Tikki","Burger, Fast Food",250.0,Delivery,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",200.0,Delivery,1
Yes,No,BTM,Takeaway,Not specified,Juices,50.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"North Indian, Fast Food, Rolls",125.0,Delivery,1
Yes,No,Basavanagudi,Dessert Parlor,Not specified,Ice Cream,75.0,Delivery,1
Yes,No,Koramangala 5th Block,Beverage Shop,Not specified,"Beverages, Desserts",150.0,Delivery,0
Yes,No,BTM,Quick Bites,Not specified,Kerala,175.0,Delivery,0
Yes,No,Koramangala 5th Block,Casual Dining,"Momo Platter, Thali, Noodles, Chicken Sekuwa, Chicken Thukpa, Jhol Momos, Veg Momos","Chinese, Singaporean, Thai, Asian, Nepalese, Momos",300.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Healthy Food, Beverages, Fast Food",250.0,Delivery,1
Yes,No,Bannerghatta Road,Quick Bites,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger","American, Burger, Fast Food",200.0,Delivery,1
Yes,No,BTM,Quick Bites,"Burgers, Momo Burger, Chocolate Momos, Tandoori Momos","Tibetan, Momos",200.0,Delivery,0
Yes,No,Bannerghatta Road,Quick Bites,Not specified,Continental,125.0,Delivery,0
Yes,Yes,BTM,Casual Dining,Fish Curry,"North Indian, Fast Food, South Indian",350.0,Delivery,1
Yes,No,Basavanagudi,Dessert Parlor,Not specified,"Mithai, Street Food",125.0,Delivery,0
Yes,No,BTM,Quick Bites,Not specified,"North Indian, Biryani",125.0,Delivery,0
Yes,No,BTM,Quick Bites,"Rolls, Chicken Mayo, Bbq Chicken, Chocolate Fantasy, Paneer Roll, Fiery Paneer Tikka, Chicken Wrap","North Indian, Biryani, Fast Food",250.0,Delivery,1
Yes,Yes,Jayanagar,Pub,"Mocktails, Cocktails, Beer, Peri Peri Fries, Hot Wings, Pasta, Chilli Chicken","Chinese, Continental, Burger, Pizza",500.0,Delivery,0
Yes,No,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",250.0,Delivery,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Chocolate Overdose, Chocolate Icecreams, Brownie, Coffee, Waffles, Tiramisu, Hot Chocolate Fudge","Desserts, Beverages",250.0,Delivery,1
Yes,No,BTM,Beverage Shop,Not specified,"Beverages, Juices",50.0,Delivery,0
Yes,No,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pizza, Pink Sauce Pasta, Salsa","Cafe, Mexican, Italian",400.0,Delivery,1
Yes,No,Basavanagudi,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,350.0,Delivery,1
Yes,No,JP Nagar,Delivery,"Gulab Jamun, Raita, Paneer Biryani, Mutton Biryani, Buttermilk, Gosht Biryani, Basmati Rice",Biryani,325.0,Delivery,1
Yes,No,JP Nagar,Casual Dining,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem","North Indian, Kebab, Biryani, Rolls",350.0,Delivery,0
Yes,No,Banashankari,Cafe,Not specified,"Cafe, Fast Food",450.0,Delivery,0
Yes,No,Koramangala 8th Block,Delivery,Not specified,"North Indian, South Indian, Maharashtrian",250.0,Delivery,0
Yes,No,Koramangala 5th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",150.0,Delivery,1
Yes,No,BTM,Quick Bites,"Mutton Kosha, Basanti Pulao, Fish Curry, Chicken Biryani","Bengali, North Indian, Chinese",150.0,Delivery,1
Yes,No,Banashankari,Quick Bites,Not specified,"South Indian, North Indian",250.0,Delivery,0
Yes,No,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Fries, Thick Shakes","Fast Food, Desserts, Beverages",200.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"South Indian, Burger",100.0,Delivery,0
Yes,No,BTM,Quick Bites,Not specified,"Bakery, Fast Food, Beverages",300.0,Delivery,0
Yes,No,BTM,Quick Bites,"Burgers, Fries, Wood Fire Pizza, Nachos","Italian, American, Fast Food, Wraps, Rolls, Salad",500.0,Delivery,1
Yes,No,BTM,Quick Bites,"Margarita, Pizza Burger, Garlic Bread","Pizza, Fast Food",200.0,Delivery,0
Yes,No,Koramangala 3rd Block,Sweet Shop,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri","Mithai, Street Food",100.0,Delivery,1
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"North Indian, Chinese",150.0,Delivery,0
Yes,No,BTM,Quick Bites,Not specified,North Indian,125.0,Delivery,0
No,No,Jayanagar,Quick Bites,"Sandwiches, Chocolate Sandwich, Potato Twister, Sev Puri, Corn Sandwich, Cheese Sandwich, Panipuri","Fast Food, Street Food",100.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,"Biryani, Fried Rice Chicken","Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",375.0,Delivery,0
Yes,No,BTM,Quick Bites,Not specified,Kerala,100.0,Delivery,0
Yes,No,BTM,"Cafe, Quick Bites","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Fast Food",200.0,Delivery,1
Yes,No,Basavanagudi,Dessert Parlor,Not specified,"Ice Cream, Desserts",100.0,Delivery,1
Yes,No,Koramangala 5th Block,Casual Dining,"Basanti Pulao, Fish, Aloo Posto, Thali",Bengali,350.0,Delivery,0
Yes,Yes,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Chicken Chips, Brownie","Continental, Finger Food, Seafood, Pizza",600.0,Delivery,1
Yes,Yes,Koramangala 5th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,350.0,Delivery,1
Yes,No,Basavanagudi,Sweet Shop,Not specified,Mithai,125.0,Delivery,0
Yes,No,Jayanagar,Casual Dining,"Pizza, Momos, Pasta, Brownie, Nachos, Hot Chocolate, Waffles","Asian, Chinese, Continental, Italian",400.0,Delivery,1
Yes,No,JP Nagar,"Beverage Shop, Quick Bites",Not specified,"Beverages, Juices, Fast Food, Rolls",100.0,Delivery,0
Yes,No,Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Fries, Calzone","Cafe, Continental, Beverages",350.0,Delivery,1
No,No,Jayanagar,Food Court,"Chaat, Bombay Bhel, Pav Bhaji, Ragda Pattis","South Indian, Chinese, North Indian",600.0,Delivery,1
Yes,No,Koramangala 5th Block,"Takeaway, Delivery","Chocolate Fudge, Chocolate Shake, Bubble Gum Shake, Hot Chocolate, Belgian Waffles, Mango Milkshake","Beverages, Desserts",175.0,Delivery,1
Yes,Yes,Koramangala 5th Block,"Casual Dining, Bar","Pizza, Pita Bread, Beer Cocktail, Baklava, Shrimp Soup, Pasta, Babaganush","Mediterranean, Pizza, Italian, Beverages",750.0,Delivery,1
Yes,No,JP Nagar,Dessert Parlor,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, Chocolate Fondue, Chocolate Overload, Ferrero Rocher",Desserts,200.0,Delivery,1
Yes,Yes,Koramangala 7th Block,"Casual Dining, Bar","Chicken Shorba, Paneer Tikka Masala, Jumbo Prawns, Beer, Cocktails, Butter Naan, Paan Shot",North Indian,750.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,Not specified,"Beverages, Fast Food",75.0,Delivery,0
No,Yes,Jayanagar,Cafe,"Pasta, Pizza, Mocktails, Jalapeno Poppers","Cafe, Chinese, Continental, Fast Food",400.0,Delivery,1
Yes,No,BTM,"Beverage Shop, Quick Bites","Sandwiches, Fruit Juices, French Fries, Irish Coffee","Beverages, Fast Food",200.0,Delivery,1
Yes,No,Jayanagar,Quick Bites,Biryani,"Biryani, Fast Food",200.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,Not specified,"Biryani, Andhra, Kebab",200.0,Delivery,0
Yes,Yes,Koramangala 7th Block,Casual Dining,"Butter Garlic Prawns, Mocktails, Noodles, Salads, Brownie, Pasta Sizzler, Chicken Steak","Continental, Chinese, Thai, Italian, BBQ, Steak",550.0,Delivery,1
Yes,No,Jayanagar,Quick Bites,Paratha,"North Indian, Chinese",150.0,Delivery,0
No,No,Jayanagar,Delivery,"Red Velvet, Lime Pie, Nutella Cheesecake, Blueberry Cheesecake, Salted Caramel Brownie, Dessert Jar","Desserts, Bakery",200.0,Delivery,1
Yes,No,Koramangala 7th Block,Bakery,Not specified,"Desserts, Bakery",200.0,Delivery,0
Yes,No,JP Nagar,Quick Bites,Chicken Kebab,"Biryani, Fast Food",150.0,Delivery,1
Yes,No,Koramangala 5th Block,Quick Bites,"Pizza Fries, Almond Shake",Fast Food,250.0,Delivery,1
Yes,No,BTM,Quick Bites,Not specified,"North Indian, South Indian, Chinese",100.0,Delivery,0
Yes,No,BTM,Quick Bites,Not specified,Beverages,75.0,Delivery,0
Yes,No,Koramangala 6th Block,Quick Bites,"Pizza, Ice Cream Roll","Italian, Fast Food, Pizza",200.0,Delivery,1
Yes,No,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",225.0,Delivery,0
Yes,Yes,Jayanagar,Casual Dining,Not specified,"North Indian, Mughlai, Chinese, South Indian, Mangalorean",350.0,Delivery,0
Yes,No,Banashankari,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Veg Kolhapuri, Bhindi Fry",North Indian,175.0,Delivery,1
Yes,No,JP Nagar,Casual Dining,"Manchow Soup, Noodles, Dragon Rolls, Honey Chilli Potatoes, Spring Roll","Chinese, Thai",300.0,Delivery,1
Yes,No,Jayanagar,Quick Bites,Not specified,Biryani,100.0,Delivery,0
Yes,No,Koramangala 5th Block,Quick Bites,"Burgers, Zinger Burger","Burger, Fast Food, Beverages",300.0,Delivery,0
Yes,No,Koramangala 5th Block,Casual Dining,"Kebab Biryani, Raita, Chicken Biryani, Vegetable Biryani, Basmati Rice, Hyderabadi Biryani, Dum Biryani","Biryani, Kebab",375.0,Delivery,1
